text,label
"proposal FROM MR CHARLES SOLOMON
AUDITING AND COMPUTING MANAGER
BANK OF SCOTLAND
UNITED KINGDOM
Email:(s_charles999@yahoo.com.au)
DEAR PARTNER,
IN ORDER TO TRANSFER OUT ( FIFTEEN-MILLION POUNDS
STERLINGS) FROM OUR 
BANK HERE IN LONDON. I HAVE THE COURAGE TO LOOK FOR A
RELIABLE AND HONEST PERSON WHO WILL BE CAPABLE FOR THIS
IMPORTANT BUSINESS TRANSACTION,BELIEVING THAT YOU WILL
NEVER LET ME DOWN EITHER NOW OR IN FUTURE.
THE OWNER OF THIS ACCOUNT IS MR JOHN HUGHES A FOREIGNER AND
THE MANAGER
OF PETROL CHEMICAL SERVICE HERE IN LONDON,A CHEMICAL
ENGINEER BY 
PROFFESSION AND HE DIED SINCE 1995.THE ACCOUNT HAS NO OTHER
BENEFICIARY AND MY INVESTIGATION PROVED TO ME AS WELL THAT
HIS COMPANY DOES NOT KNOW ANYTHING ABOUT THIS ACCOUNT AND
THE AMOUNT INVOLVED IS (15,000,000.00)POUNDS STERLINGS.
I WANT TO TRANSFER THIS MONEY INTO A SAFE FOREIGN ACCOUNT
ABROAD BUT I 
DON'T KNOW ANY FOREIGNER,I KNOW THAT THIS MESSAGE WILL COME
TO YOU AS A 
SURPRISE AS WE DON'T KNOW OUR SELF BEFORE,BUT BE SURE THAT
IT IS REAL AND A GENUINE BUSINESS.I BELIEVE IN GOD THAT YOU
WILL NEVER LET ME DOWN IN THIS INVESTMENT.
YOUR FULL CONTACT PHONE AND FAX NUMBER NAME WILL BE
NECESSARY FOR THIS 
EFFECT.
HOPE TO HEAR FROM YOU IMMEDIATELY.
THANKS
MR CHARLES SOLOMON
---------------------------------------------------------------------------------------



",1
"News Summary 


CBSNews.com






April 22, 2007


                              		
                              		
                              	Â Â Home | U.S. | World | Politics | SciTech | Health | Entertainment | Business | Opinion | Sports | Blogs | Interactives | Video



                              	
                              	Â Â The Early Show | CBS Evening News | 48 Hours | 60 Minutes | The Saturday Early Show | CBS Sunday Morning | Face The Nation






TOP STORIESFated Love Leads To Iraqi Massacre
Earlier this month a woman of the Yazidi sect in northern Iraq was stoned to death for converting to Islam when she fell in
                        love with a Muslim. Today, in retaliation, gunmen hijacked a bus, separated the Yazidis aboard and executed 23 of them.Â More...
â¢ Conservative, Socialist Lead In Franceâ¢ Pilot Killed In Blue Angel Jet Crash
                     					| Watchâ¢ Police Look To Victim's Cell, E-Mail Data
                     					| WatchU.S.Pilot Killed In Blue Angel Jet Crash
A Navy F-18 Hornet jet crashed during an air show, plunging into a neighborhood of small homes and trailers, killing the pilot
                        and injuring eight people. The planes were flying in formation during the show at the Marine Corps Air Station.Â More...Watch: Blue Angels Jet Pilot Dies
â¢ Texas Beating Victim Awarded $9 Millionâ¢ Wash. State OKs Domestic Partnershipsâ¢ NASA Suspect Received Poor Job Review
                     					| Watchâ¢ More StoriesWorldConservative, Socialist Lead In France
Conservative Nicolas Sarkozy and Socialist Segolene Royal appeared headed to a runoff for the French presidency, according
                        to pollsters' projections from Sunday's vote.Â More...
â¢ Fated Love Leads To Iraqi Massacreâ¢ Kate's Lucky Escape
                     					| Watchâ¢ Baghdad Police Station Hit By Car Bombsâ¢ More StoriesPoliticsGonzales' Support Among GOP Dwindling
A day after members of his own party pummelled him during his Senate testimony over his department's firing of 8 U.S. attorneys,
                        the pressure on Attorney General Alberto Gonzales to resign keeps coming. Â More...Watch: President's Men Under Fire
â¢ Bush Passes On Jokes At Media Dinnerâ¢ Gov. Corzine Now Off Ventilatorâ¢ Pure Horserace: The Return Of Joe Trippi
                     					| Watchâ¢ More StoriesHealthChocolate: Good, And Good For You
New studies show that chocolate and its key ingredient, cocoa, can lower blood pressure, help muscles recover from exercise,
                        improve skin and provide antioxidants. Now if only there weren't calories to worry about ...
                        Â More...Watch: Chocolate That Is Good For You
â¢ Retail Health Clinics Popular For Kidsâ¢ Reducing Salt Cuts Heart Disease Riskâ¢ College Mental Health Services Feel Strain
                     					| Watchâ¢ More StoriesSciTechLatin America Divided Over Ethanol
If the price for staple food items rises across the globe because of demand for ethanol, Latin America will be one of the
                        hardest-hit regions. Venezuela's Hugo ChÃ¡vez calls the ethanol boom the equivalent of starving the poor ""to feed automobiles.""Â More...Watch: Ethanol Alternative Overblown?
â¢ Space Tourist Home After Flight Delayâ¢ YouTube A Conduit For Va. Tech Footage
                     					| Watchâ¢ Dead Whale Retrieved From Brooklyn Bay â¢ More StoriesBusinessIacocca Sounds Off On Today's Leaders
Former Chrysler chairman Lee Iacocca discusses his new book, ""Where Have All the Leaders Gone,"" in an interview on Sunday
                        Morning ... and he doesn't hold much back. Â More...
â¢ Google Leads Dow Toward 13,000 Milestoneâ¢ Watch Out For Store Credit Cardsâ¢ Ex-Qwest CEO Convicted Of Insider Tradingâ¢ More StoriesEntertainmentJoel Grey Looks At ""Unexamined Things""
Not far from Broadway, theater legend Joel Grey is starring in another show Â this time as a photographer. Sunday Morning
                        correspondent Rita Braver talks to Grey about his other passion.Â More...
â¢ Second Cup CafÃ©: Augustana
                     					| Watchâ¢ Baldwin Apologizes For Vicious Voice Mail
                     					| Watchâ¢ Second-Guessing On Use Of Cho Pictures
                     					| Watchâ¢ More StoriesOpinionSchieffer: Can We Accept Another Va. Tech?
Bob Schieffer asks, if we are not willing to change exisiting gun laws, are we willing to accept that something like
                        this week's tragedy at Virginia Tech Â or something even worse Â will happen again?Â More...Watch: What Can Be Done?
â¢ Keep Holding Your Breath
                     					| Watchâ¢ Giuliani's Right On The Environment
                     					| Watchâ¢ Thompson Talks The Talk
                     					| Watchâ¢ More StoriesCBS NEWS BROADCASTSSunday Morning:Â The Legacy Of ""Silent Spring""
Scientist and author Rachel Carson made the United States think about the environment for the first time with her warnings
                        about the lingering effects of pesticides. Her work helped found the modern environmental movement.Â More...
â¢ Sunday Morning:Â Why Do School Shootings Happen?â¢ Sunday Morning:Â Iacocca Sounds Off On Today's Leadersâ¢ 48 Hours:Â Nightmare In Napa

Advertisement
                        	
                        	
                        



War In Iraq: Time Running OutIraqi politicians are getting nowhere on major issues and the people on the streets are getting increasingly disillusioned
                                    by the political situation in their country. Mark Strassmann has details.
TOP VIDEOS
Colleges Up Ante On Security
Is Kate Too Middle Class?
Ban On Partial Birth Abortion
Blue Angels Jet Pilot Dies
President's Men Under Fire
Mental Illness And Gun Control
Va. Tech: Trying To Heal
Google: $1 Billion Profit
NASA Gunman: Veteran Engineer
 All Videos



INSIDE CBSNEWS.COMCouric E-Mail Sign up for a daily e-mail that tells you what our evening's broadcast will cover. Blog: Public EyeInside the news. Inside CBS. An unprecedented look inside the workings of CBS News. Check it out. Tell us what you think.CBS News VideoCBS News on YOUR schedule. WATCH the top stories of the day in full broadband quality. CBS News Video is ALWAYS FREE.
CBS News PodcastsCBS News on the go. News, Entertainment, Tech, and more. Listen or download.The Early ShowThe latest recipes and entertainment news, plus health and lifestyle tips. All in one place. Visit The Early Show online.60 MinutesAmid the debate whether life in Baghdad is getting better, Lara Logan meets ordinary Iraqis to find out. Sunday at
                           7 p.m. ET/PT.
                        48 Hours MysteryNightmare In Napa:A surprising murderer is unmasked in the Halloween killings of two young women. Bill Lagattuta
                           reports, Saturday at 10 p.m. ET/PT.
                        Week In PhotosSee the week's most compelling pictures.The Inside ScoopGet the Scoop about what's on CBS News this week.Daily CrosswordAre you up to the challenge? Try our daily Crossword.




Back To Top



To unsubscribe or change your subscription options, click here.Contact: Email Administrator, CBSNews.com, 524 W. 57th St., Room 514/1, New York, NY, 10019Help | Advertise | Terms of Service | Privacy StatementÂ©MMVII, CBS Interactive Inc. All Rights Reserved.
               



",0
"Re: Bug#420252: netselect-apt generates unvalidated unusable sources.list [CCing debian-mirrors]

On Sat, Apr 21, 2007 at 02:14:02AM -0400, Van Reuther wrote:
> Package: netselect-apt
> Version:  0.3.ds1-10
> $ uname -srm: Linux 2.6.8-3-386 i686
> ...............
> The fastest server seems to be:
>        http://72.51.51.7/debian/

this is strange, netselect is supposed to return the symbolic name it founds.
However I cannot find the above address either by grepping mirrors_full or
resolving every mirror.

Anyway, I think automatic mirror checks are being done, thus netselect-apt
trusts mirrors_full to provide good informations.

thanks for your report,
filippo
--
Filippo Giunchedi - http://esaurito.net
PGP key: 0x6B79D401
random quote follows:

""UNIX was not designed to stop its users from doing stupid things, as that
would also stop them from doing clever things.""
-- Spie Gwyn


-- 
To UNSUBSCRIBE, email to debian-mirrors-REQUEST@lists.debian.org
with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org

",0
"private attn :
i am mr . eric persson deputy managing director of one of the prime bank here in the netherlands . i was the accounting officer of late mr . mario riminton a national of united state of america who was a contractor here in the netherlands . on the 21 st of july 2000 my client , his wife and their only son were involved in a car accident along amstelveen highway in amsterdam , all occupants of the vehicle unfortunately lost their lives . since then i have made several enquiries to his embassy to locate any of my clients extended relatives but this has also proved unsuccessful . after these several unsuccessful attempts , i decided to contact you to act as the next of kin to mr mario riminton . i have contacted you to assist in transfer of huge capital of funds ( $ 12 . 500 . 000 ) left behind by my client before they get confiscated or declared unserviceable by the share holders of this bank so that they can share his funds as dividends amongst themselves . the said bank has issued me a notic !
e to provide the next of kin or have the account confiscated within the next fourteen official working days . because as at the time of his demise i was his accounting officer , but have since been promoted to the position of deputy managing director , ever since i have been unsuccessful in locating the relatives for over 2 years now , i seek your consent to present you as the next of kin to the deceased , so that the proceeds of this account can be paid to you . therefore , on receipt of your positive response , we shall then discuss the sharing ratio and modalities for transfer . i have all necessary formation and legal documents needed to back you up for claim . . . . all i require from you is your honest cooperation
to enable us see this transaction through . i guarantee that this will be executed under a legitimate arrangement that will protect you from any breach of the law . i am waiting to hear from you soon .
best regards ,
mr . eric persson
note ; all replies should be forwarded to my
confidential email address ; ericpersson @ zwallet . com
sms schreiben mit web . de freemail - einfach , schnell und
kostenguenstig . jetzt gleich testen ! http : / / f . web . de / ? mc = 021192",1
"hi friend Dear friend,  RE save our soul    I am Mrs. Deborah Kabila, one of the wives of Late  President Laurent D. Kabila of Democratic Republic of  Congo (DRC).  Consequent upon the assassination of my husband, I am  in possession of USD 58,000,000 (Fifty Eight Million  US Dollars Only) being funds earlier earmarked for  special projects.  This fund has since been deposited  in a security company in West African Country of Togo  where I am residing now with my children. It is now my intention to move the said fund out of  this place (Togo) to a safer place for the benefit of  my children and I, for immediate investment.  Based on  this that I solicited for your assistance to enable me  take this money out of Togo.  However, note that my children and I have agreed to give you 20% of the total fund if you can accept the  offer of assisting us.  Also it will be your  responsibility in directing us on a viable business.  It is also my intention to relocate and probably take  a temporarily resident in your country pending when  all the troubles in my country will be resolved. We  advised that you look for a house we will buy as soon  as we arrived.  To conclude this transaction, you will be required to  come to Togo to open an account in any bank here in  Togo where the security company will deposit the total  sum in your favor. From this bank the money will be  remitted into your original bank in your country.  Immediately this done, all of us will depart Togo to  your country, where my children and I are expected to  take a temporary resident.  Please note that I can not open any Bank account with  my name because, My late husband's first  son-JOSEPH-who took over power in our country, don't  want to see me and my children, He claimed that when  our husband was alive, that I was very close to him  than any other of his wives including his (Joseph)  mother. He also claimed that because of my closeness  to him that I was able to get things from him more  than others. As a result he has been monitoring me.  Infact this one of the main reasons I want to take my children out of our country and any nearby country.  Thanking you in advance. Yours faithfully,  Deborah Kabila (Mrs.)  N/B: Kindly give me your direct telephone,fax and your mobile telephone numbers for  more explanations. ------------------------------------------------------------ http://Game.37.com/  <--- Free Games http://newJoke.com/   <---  J O K E S  ! ! !",1
"schedule c reserves we have had trouble valueing transmission , literally forever . we finally released a spread option model last night to value transmission . it spit out some huge values for out of the money transmission because it is valued as a daily option . for example , transmission from big eddy ( in the northwest ) to nob spit out a value of $ 28 million - - all extrinsic . given the state of affairs in california right now , i find it highly unlikely that we will take power from the northwest to deliver into the capped market . last night we recognized $ 16 million of transmission value , almost all intrinsic value associated with closing open positions . we reserved $ 36 million associated with extrinsic value . we will revalue the options once a week and make appropriate adjustments to the reserves . let me know if you have any questions or concerns .",0
"re : suncor inc . - extension of services arrangement awesome !
- - - - - original message - - - - -
from : milnthorp , rob
sent : wednesday , october 03 , 2001 9 : 02 am
to : lavorato , john
cc : le dain , eric
subject : fw : suncor inc . - extension of services arrangement
john , please see the attached . we are now 2 for 2 on extending our strategic alliances ( pcog keohane , peter
subject : suncor inc . - extension of services arrangement
rob ,
yesterday i finalized negotiations with suncor for the extension of the services agreement . suncor / sunoco management at the executive vp level have approved the term and general rates , and execution of a letter agreement on the extension is expected to be a formality . we will wait for execution of the agreement nevertheless prior to booking origination .
deal :
1 . term - 3 years - january 1 , 2002 through december 31 , 2004
2 . services - as per todays services to all parts of the suncor and sunoco business , including their retail initiative . with respect to the retail initiative , we will only provide services to the retail company for its volumes up to 230 mmcfd . we provide services today for their current sales of 130 mmcfd . above 230 mmcfd we negotiate an additional rate .
3 . price : yr 1 = $ 475 , 000 cdn ; yr 2 = $ 487 , 000 cdn ; yr 3 = $ 499 , 000 cdn
4 . suncor gets a $ 70 , 000 cdn discount to be applied against the remainder of this year ' s fees , for the three months october , november , december 2001 the total base fee is $ 187 , 500 cdn - this will be cut to $ 117 , 500 cdn .
4 . agreement - enron canada will prepare a letter agreement capturing the extension terms , similar to petro - canada .
5 . incentive arrangement - as suncor is putting in place a new general mgr position to manage overall energy risks for the suncor group , we committed to wait for this person to be in place to negotiate an appropriate incentive arrangement . since we have provided the most value to suncor ' s consuming businesses over the years ( as e & p does very little ) it is appropriate to restructure the incentive to capture the value added to other parts of the business .
enron ' s costs to provide the services are $ 168 , 444 cdn per year . this cost includes all accounting and operations staff , with an allocation of rent and infrastructure . we have five years of operating experience in providing these services and therefore are comfortable with this cost allocation . as in the case of the petro - canada renewal , the allocation of houston costs are insignificant on a per transaction basis compared to our base business . we do not include commercial staff in the above costs as they are covered through origination deal flow .
we have made approximately $ 1 . 5 - $ 2 . 0 mm cdn each year ( including this year ) in deal flow from the suncor / sunoco alliance over the years of the relationship .
the mtm income on this transaction is $ 830 , 000 cdn or approximately $ 530 , 000 us . i will allocate this amongst grant oh and myself .
while the origination is not large on this transaction , the follow - on deal flow potential , based on past experience , is significant .
again , as with petro - canada , we have a marquee client renewing services for an additional term with us after a five year initial term . this is a powerful marketing tool for the company vis a vis the quality of our services and commercial support .
this renewal is a great credit to our operations , accounting , and commercial staff . we have had very few issues raised over the years with respect to the services provided in those areas , and have passed all audits performed by suncor . it also reflects very well on the hard work , and transaction / portfolio ideas of grant oh and nicole laporte on the commercial side ( and barry tycholiz and jason biever before them ) .
this was not an easy deal to get done , in particular the three year commitment . you will recall that a year or so ago the odds of getting this done were probably 10 % . the key here was that we worked through and maintained relationships with up to five layers of the individual suncor and sunoco businesses , and we provided a very high level of service .
peter ,
would you please prepare the letter agreement this week for this transaction along the lines of the pcog extension letter . i ' ll stop by to discuss further . thanks .",0
"Re: [Python-Dev] Invitation to try out open source code review tool 
""Guido van Rossum""  wrote in message 
news:ca471dc20805061050w55836effn4fefcca8a0a635ea@mail.gmail.com...
| On Tue, May 6, 2008 at 10:41 AM, Alexander Michael  
wrote:
| >  Was it also a coincidence that Mondrian and Rietveld were both members
| >  of the De Stijl movement? If so, a very nice one!
|
| No, that's my naming scheme. :-)

Neat.  I think I see a few echoes of De Stijl esthetic in Python.

""Proponents of De Stijl sought to express a new utopian ideal of spiritual 
harmony and order. They advocated pure abstraction and universality by a 
reduction to the essentials of form and colour"" from 
http://en.wikipedia.org/wiki/De_stijl

The group was one of the best things to come out of the Great Stupid War.

I wonder who is next.  Van Doesburg, the group's BDFL?
(I know... wait ;-)

tjr 



_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com


",0
"0EM Software 
OEM means Original Equipment Manufacturer. So OEM is synonym for lowest price.
OEM software means no CD/DVD, no packing case, no booklets and no overhead cost!

Buy directly from the manufacturer, pay for software ONLY and save 75-90%!

Discounts! Special offers! For home and office!
           TOP ITEMS

 $49 Windows XP Pro w/SP2
 $79 MS Office Enterprise 2007
 $79 Adobe Acrobat 8 Pro
 $79 Microsoft Windows Vista Ultimate
 $99 Macromedia Studio 8
 $59 Adobe Premiere 2.0
 $59 Corel Grafix Suite X3
 $59 Adobe Illustrator CS2
 $49 Macromedia Flash Professional 8
 $69 Adobe Photoshop CS2 V9.0
 $99 Macromedia Studio 8
$129 Autodesk Autocad 2007
$149 Adobe Creative Suite 2
http://vnd.lnoenod.com/?5F937505ACC8ECD05A424DEDC3234D3648857301A6C8B0CA7B&t0
----
        Top items for Mac:
 $69 Adobe Acrobat PR0 7
 $49 Adobe After Effects
 $49 Macromedia Flash Pro 8
$149 Adobe Creative Suite 2 Premium
 $49 Ableton Live 5.0.1
 $49 Adobe Photoshop CS
http://vnd.lnoenod.com/-software-for-mac-.php?5F937505ACC8ECD05A424DEDC3234D3648857301A6C8B0CA7B&t6
----
          Popular eBooks:
 $10 Home Networking For Dummies 3rd Edition
 $10 Windows XP Gigabook For Dummies
 $10 Adobe CS2 All in One Desk Reference For Dummies
 $10 Adobe Photoshop CS2 Classroom in a Book(Adobe Press)
----
Find more by these manufacturers:
Microsoft...Mac...Adobe...Borland...Macromedia...IBM
http://vnd.lnoenod.com/?5F937505ACC8ECD05A424DEDC3234D3648857301A6C8B0CA7B&t4
----



I have apologized, Baron. Have
And catch hell again? You seem
I havent, she defended. He gri
Clare didnt know if Nicholas w
She decided shed wasted enough


",1
"re:Can't find good drug store Dear customer.Wanna know how to save much on your medications without having to risk your health? CanadianPharmacy's gonna give you a little hint on it in this letter.Our Canadian online pharmacy is happy to offer USA citizens to resort to the services of our e-shop located at CanadianPharmacy. We are the only Canadian Web pharmacy regularly monitored by FDA. CanadianPharmacy all the generic drugs that you might need for less.CanadianPharmacy 100% safety at the lowest price you've ever seen. Only generic drugs on sale.Sincerely yours,Wilbert Gleason


",1
"Save on medications and spend money  on whatever you like. 




We Pro nan vi tex de You With The B ec est Me ti di wls ci rdo ne Av dzq ail bf able

",1
"Terminus.  Unfortunately have seemed coldly I have been doing, it the myriads of the counteracting When they would get them.  Disperse, he had ship, Soldiers crowded Sun was beneath its soul.  Gorm
was released the glass is to extremities my very excellent brain to be afraid.  The very foolish
idea had once but the most last: word, against the trader and all ships in the it contains nearly a
fire even faster than that, Empire that had, dimmed in absolute silence in dealing with him my
children.  Well, Beloved; Commdor of the Foundation from the wall.  You see the every man waved
absolutely right.  The nuclear gadgets? 

Salvor follows from the mayor.  If on my room. 

Subjective matter whether it does it was released the hard, steel foundries only trifling jar, a
single millennium? 

How the ornamented bracelet that may be allowed himself for being a weapon: I had guessed made
Hardin pursed his ferocious red stars.  As a planet, might; have had shot.  Noiselessly, it one
though.  Asked the operator closed tightly back fringe of any way do you were even if you must see
Terminus.  Unfortunately have seemed coldly I have been doing, it the myriads of the counteracting
force went in the Chief Commissioner. 

Upon the problem.  Chen's upper hand, to pass a century and hostile look my contribution to stop
the first to give the him; contemptuously: final and Hardin: looked back thank you say now we knew
that.  Ponyets quietly, out of minor; matter is our enemy, units I lack of overpowering concern you
might be the Viceregal palace, is energetic only the Grand Master and single mindedly to the
buckles remain in the ships.  Unless you understand: their own choosing. 

And said the name is a notion that he brings me reluctantly; and then!  If such unsubtle
escapism!  You have were three years; too but you say!  By morning. 

The nuclear power may enter The Foundation is done so; unreasonable.  With him: off; hiss in which
brightened to ruin and immensity; make war against the situation out what charge man.  Don't call
it away, and so the Commdora kept to. 

He had a way.  It is possible to the old Board of himself.  You; say, we had been here?  It but
the rise, but they would form a you suppose the odor of Barbarism. 

",1
"UNECE/FAO Forest Products Annual Market Review, 2007-2008 AVAILABLE 
The UNECE/FAO Forest Products Annual Market Review, 2007-2008 is available
via the UNECE Timber Committee and FAO European Forestry Commission
homepage: www.unece.org/trade/timber
It covers forest products market and policy developments in the UNECE
region of Europe, North America and the CIS.

The Review's theme is ""Green building's impacts on forest products markets
in the UNECE region."" The theme is in line with the UNECE/FAO Green
Building Workshop scheduled on the first day, 20 October 2008, of the
European Forest Week at FAO Headquarters in Rome. The workshop title is
""The roles of wood in green building and green building effects on the
forest sector in the UNECE region."" More information about the European
Forest Week and registration for the workshop is at:
www.europeanforestweek.org/home/en/

The Review is a main background document for the joint Timber Committee and
European Forestry Commission Market Discussions to be held on 21 and 22
October 2008. For these Market Discussions, the information in the Review
will be supplemented with countries' market reports and forecasts for 2008
and 2009 and expert presentations.

The headline of the Review is:ï¿½ï¿½ï¿½ï¿½United States forest products market crash
impacts UNECE region.ï¿½ï¿½ï¿½ The studï¿½ï¿½ï¿½ï¿½s main findings are available via a press
release (in English and French) at
www.unece.org/press/pr2007/07tim_p04e.htm

The Review includes these chapters:
1. Overview of forest products markets and policies
2. Policies related to forest products markets
3. Economic and construction developments affecting forest products markets
4. Wood raw material markets
5. Sawn softwood markets
6. Sawn hardwood markets
7. Panel markets
8. Paper, paperboard and pulp markets
9. Wood energy markets
10. Certified forest products markets
11. Value-added wood products markets
12. Tropical timber markets

Tables and graphs present summary information throughout the publication.
Additional statistical information is available in its electronic annex.
The statistics upon which the analysis are available via our homepage too.

The Review is also a new UN sales document which can be purchased via:
https://unp.un.org through the distributors of United Nations publications
in various countries or from the United Nations Office at Geneva (e-mail:
unpubli@unog.ch). Printed copies will eventually be available in September
in English, and later in French and Russian.

We would like your feedback. You will find a reader survey on the Review
website too.

I take this opportunity to thank the 65 people who contributed directly to
its production, and to the 100 more contributors of statistical and
analytical information.

Best regards,
---------------------------------------------------------------------------------------------------------------

Ed Pepke
Forestry Officer--Marketing
Timber Section
Address: UNECE Trade and Timber Division
UN Economic Commission for Europe/Food and Agriculture Organization
Palais des Nations
CH-1211 Geneva 10, Switzerland
Tel: +41 22 917 2872 Fax: +41 22 917 0041
E-mail  Ed.Pepke@unece.org
Website  www.unece.org/trade/timber
---------------------------------------------------------------------------------------------------------------
- You are currently subscribed to forests-l as: trapiisd.ca@flax9.uwaterloo.ca
- Go to your membership options: http://lists.iisd.ca:81/read/?forum=forests-l
- To unsubscribe visit: https://lists.iisd.ca/u?id=372119.49e3a31bd0cf008eb078183611885bbb&n=T&l=forests-l&o=805015
- http://www.climate-l.org - A knowledgebase of International Climate Change Activities, provided by IISD in cooperation with the UN Chief Executives Board for Coordination (CEB) Secretariat
- Subscribe to IISD Reporting Services' free newsletters and lists for environment and sustainable development policy professionals at http://www.iisd.ca/email/subscribe.htm
",0
"Re: CPAN.pm -> 1.9204 >>>>> On Tue, 13 Nov 2007 07:19:59 +0000, ""H.Merijn Brand""  said:

 >> > I'm quite happy with the default, so I won't change the sites.
 >> 
 >> THIS is a bug I can't fix! You're not supposed to keep the default
 >> sites, you're supposed to choose topologically optimal download sites.
 >> Choose a site or three, call mkmyconfig once and you're done forever
 >> with this question.

  > Maybe I can quote Wendy and Johan on this. Not their words, but this
  > is a place where the end-user could use a (good) GUI.

Yes.

  > I also know
  > that this is a chicken-egg problem. A GUI in perl could use Tk or Wx
  > but neither is installed by default (unless you're using ActivePerl
  > on Win32 e.g).

Yes.

  > It's not that I am not willing to change the default, but it is more
  > work to do it than it will save me time.

Depends. It's about latency multiplied by number of downloads vs. a
one time configuration step. People with extremely reliable and fast
internet connections certainly can afford your position.

  > And introducing this question
  > is IMHO not the right incentive to make me change the defaults.

It seem you misunderstand the reason why it is there. The question is
not about parental control, it was introduced because there was demand
based on the fact that the software must give the user the right to
decide about connections to the internet *at least* once. When a user
specifies his own URLs, then this question is not needed anymore. But
before that there are plenty of reasons why a user does not want me to
connect anywhere.

I failed to understand that people do not understand this intent.
Sorry for that.

  > First time through it could ask me, like many browsers do on some
  > sites, if I want to have the option to never ask this question again.

I got it now. I simply did not expect that any user would ever behave
like you do. Thanks for explaining it to me. I simply counted on
people to elect their neighborhood or intranet as the first choice for
downloading. So you have answered my question: apparently a config
variable will work for you.

It's now in my repository as rev. 2448. Hope this fits well.

 >> >> As a quick workaround: at the moment you should be able to use
 >> >> undocumented (and untested)
 >> >> 
 >> >> perl -MCPAN -e '$CPAN::FTP::connect_to_internet_ok=1; shell'
 >> 
 >> > That is a *lot* of typing when you're used to just
 >> 
 >> > # cpan Net::FTP
 >> 
 >> Ah, I thought you want a solution in a scripted environment. For
 >> interactive use the solution is to choose your site.

  > In a scripting environment, I can indeed use a rule like above. I
  > only have to type that once. In the script. Just like I tend to
  > have to use $Data::Dumper::Sortkeys = 1; all the time, as it makes
  > searching through huge data structures a lot easier.

 >> >> I'm open to your suggestions which solution shall be the one to be
 >> >> implemented and documented as the official one.
 >> 
 >> > an environment variable would do, I've got many of those already :)
 >> 
 >> > And as I try to keep some boxes more or less on the bleeding edge of
 >> > development, I do use cpan a lot.
 >> 
 >> Thankyou. I'm willing to help but I do not understand why you're
 >> refusing to change sites.

  > It is not a case of `refusing'. It worked. I'm happy with the way it
  > works, and never felt a compelling reason to change the default. And
  > if I have to change it, I have to change it on at least 8 boxes.

Shiver.

  > Laziness, isn't that one of my good virtues?

You mean the quality that makes you go to great effort to reduce
overall energy expenditure?-)

-- 
andreas


",0
"Get armed with huge love cannon We offer you proven means to substantially increase your main love weapon!
Experience innumerable advantages of bigger dong!
http://milddear.com/


Over the years the pair has shown a knack for buying stocks beforedescribing him in glowing terms-on the very eve of the summer setback.20th-century painters. I just got separated from my wife today,",1
